uniprotAC,superkingdom,phylum,class,order,family,genus,species,deepfri prediction1,deepfri prediction2
A0A1V4AR66,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,Candidatus Brocadia caroliniensis,DNA binding,lyase activity
A0A2T1DDR6,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Phormidesmis,Phormidesmis priestleyi,nuclease activity,acting on ester bonds
A0A1W9SGL9,Bacteria,,,,,,candidate division KSB1 bacterium 4572_119,RNA binding,structural molecule activity
A0A1V1X0Z8,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,,,Desulfobacterales bacterium PC51MH44,DNA binding,transcription regulator activity
A0A1U7J6X9,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium tenue,acting on ester bonds,
A0A420Z6A9,Bacteria,Candidatus Woesebacteria,,,,,Candidatus Woesebacteria bacterium,DNA binding,
F2KQ93,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus veneficus,DNA binding,transcription regulator activity
A0A1F9MR35,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9,transition metal ion binding,nickel cation binding
A0A1W9V755,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_5.1,lyase activity,carbon-oxygen lyase activity
A0A2M7BNA2,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,,,Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14,lyase activity,cytoskeletal protein binding
A0A1Z4JMB9,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya boryana,acting on ester bonds,nuclease activity
A0A811T6R8,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,Candidatus Argoarchaeum,Candidatus Argoarchaeum ethanivorans,acting on RNA,acting on ester bonds
A0A1G1HSE4,Bacteria,Nitrospirota,,,,,Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12,RNA binding,acting on ester bonds
A0A2T1D0Y4,Bacteria,Cyanobacteriota,,,,,filamentous cyanobacterium Phorm 46,acting on a protein,DNA binding
A0A662A9J6,Bacteria,Bacteroidota,,,,,Bacteroidota bacterium,DNA binding,
A0A524APL3,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,DNA binding,
A0A1Y2ZVD3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,Crenothrix sp. D3,DNA binding,transcription regulator activity
A0A450VGU5,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Candidatus Kentron,Candidatus Kentron sp. H,DNA binding,acting on ester bonds
A0A1G1HH58,Bacteria,Nitrospirota,,,,,Nitrospirae bacterium RBG_19FT_COMBO_55_12,DNA binding,acting on ester bonds
A0A256BIZ0,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp. SR411,DNA binding,sequence-specific DNA binding
A0A2N2PRK9,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,transcription regulator activity,RNA binding
A0A2W4WFJ3,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Shackletoniella,Shackletoniella antarctica,nuclease activity,acting on ester bonds
A0A3L7XA18,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
A0A2V3JPC0,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,ANME-2 cluster archaeon,nuclease activity,acting on ester bonds
A0A2W7C6J6,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp,transition metal ion binding,nickel cation binding
A0A497LGH3,Archaea,Candidatus Bathyarchaeota,,,,,Candidatus Bathyarchaeota archaeon,DNA binding,transcription regulator activity
A0A2G9XE42,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,,,Syntrophobacterales bacterium CG23_combo_of_CG06-09_8_20_14_all_48_27,DNA binding,transition metal ion binding
A0A1J4S980,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG1_02_58_13,DNA binding,carbohydrate derivative binding
A0A0S6VYA0,Bacteria,,,,,Candidatus Moduliflexus,Candidatus Moduliflexus flocculans,lyase activity,
A0A1E3X6E2,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua rubra,DNA binding,
A0A3N5P158,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,hydro-lyase activity,lyase activity
A0A1P9X0F6,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma montaniterrae,acting on ester bonds,acting on a protein
A0A1J5A6H1,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,lyase activity,carbon-carbon lyase activity
A0A1W9SRU6,Bacteria,Bacteroidota,,,,,Bacteroidetes bacterium 4572_128,structural molecule activity,structural constituent of ribosome
A0A2H6F643,Bacteria,,,,,,bacterium BMS3Abin06,DNA binding,transcription regulator activity
A0A2H6FKM4,Bacteria,,,,,,bacterium BMS3Abin08,DNA binding,
A0A1F7RM64,Bacteria,Candidatus Schekmanbacteria,,,,,Candidatus Schekmanbacteria bacterium GWA2_38_11,ribonucleotide binding,carbohydrate derivative binding
A0A1H3ATU9,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium warmingii (Chromatium warmingii),transcription regulator activity,DNA binding
A0A1E7GPC0,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,,,Desulfuromonadales bacterium C00003096,DNA binding,RNA binding
A0A1J5DGS5,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium CG2_30_43_15,DNA binding,DNA-binding transcription factor activity
D6STY1,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfonatronovibrionaceae,Desulfonatronospira,Desulfonatronospira thiodismutans,RNA binding,rRNA binding
A0A1E2WS60,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. KVJ20,acting on ester bonds,nuclease activity
A0A1J4ZRD7,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_58_95,RNA binding,
A0A662AU72,Bacteria,Bacteroidota,,,,,Bacteroidota bacterium,DNA binding,RNA binding
A0A256YEC3,Archaea,Candidatus Altiarchaeota,,Candidatus Altiarchaeales,,,Candidatus Altiarchaeales archaeon ex4484_43,transition metal ion binding,DNA binding
A0A822IVL1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon,magnesium ion binding,
A0A1F8QW58,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RBG_16_56_8,2 sulfur cluster binding,metal cluster binding
A0A3M1EVC0,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on ester bonds,nuclease activity
A0A1V4RTG9,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium 4484_190.2,lyase activity,hydro-lyase activity
A0A2K8WS94,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Cyanobacterium,Cyanobacterium sp. HL-69,magnesium ion binding,
A0A1W9T3L8,Bacteria,Bacteroidota,,,,,Bacteroidetes bacterium 4572_117,DNA binding,
A0A2M7ECB6,Bacteria,Nitrospirota,,,,,Nitrospirae bacterium CG01_land_8_20_14_3_00_44_22,RNA binding,DNA binding
A0A1G0LVC4,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,,Geobacteraceae bacterium GWC2_55_20,acting on ester bonds,nuclease activity
A0A2M7C8Y1,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium CG03_land_8_20_14_0_80_45_14,RNA binding,
A0A7G9YQ59,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon ANME-2c ERB4,lyase activity,carbon-oxygen lyase activity
A0A2N2PUA8,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,transition metal ion binding,acting on single donors with incorporation of molecular oxygen
A0A1W9R164,Bacteria,Bacteroidota,,,,,Bacteroidetes bacterium 4484_249,DNA binding,acting on ester bonds
A0A0P7ZRY8,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Phormidesmis,Phormidesmis priestleyi,acting on ester bonds,nuclease activity
A0A2W7BM73,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Coelosphaeriaceae,Snowella,Snowella sp,DNA binding,lyase activity
A0A497BXK0,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,acting on ester bonds
K9SSA2,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7502,RNA binding,
K0NDS6,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica,transcription regulator activity,DNA binding
A0A1W9UWU9,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_32.1,transition metal ion binding,
A0A1W1HHF9,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfamplus,Desulfamplus magnetovallimortis,transcription regulator activity,DNA-binding transcription factor activity
A0A661SPM0,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,RNA binding,rRNA binding
A0A3A0BHQ3,Bacteria,,,,,,candidate division KSB1 bacterium,DNA binding,transition metal ion binding
A0A2H9LMQ3,Archaea,Candidatus Bathyarchaeota,,,,,Candidatus Bathyarchaeota archaeon CG07_land_8_20_14_0_80_47_9,DNA-binding transcription factor activity,transcription regulator activity
A0A3A0CWP8,Bacteria,,,,,,candidate division KSB1 bacterium,DNA binding,transition metal ion binding
A0A1W9MQN2,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium IS3,RNA binding,
A0A081C743,Bacteria,,,,,Candidatus Vecturithrix,Vecturithrix granuli,DNA binding,transcription regulator activity
A0A3A5B3K4,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium,transition metal ion binding,structural molecule activity
W8NUE4,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus nautili,acting on ester bonds,nuclease activity
A0A318CTB3,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,transferring phosphorus-containing groups,transcription regulator activity
A0A662I211,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,DNA binding,
A0A2N2PSL5,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,transporter activity,transmembrane transporter activity
A0A1J4ZYB9,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,DNA binding,transcription regulator activity
A0A661S184,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,structural molecule activity,structural constituent of ribosome
A0A1F8R733,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RBG_16_57_9,acting on ester bonds,nuclease activity
A0A1V1P3S5,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Candidatus Magnetoglobus,Candidatus Magnetoglobus multicellularis,DNA binding,transition metal ion binding
A0A1G3C2T3,Bacteria,Planctomycetota,,,,,Planctomycetes bacterium RIFCSPLOWO2_12_FULL_40_19,DNA binding,transcription regulator activity
A0A1J5J651,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,,Syntrophobacteraceae bacterium CG2_30_61_12,acting on ester bonds,nuclease activity
A0A523C3Y1,Bacteria,Bacillota,Clostridia,,,,Clostridia bacterium,DNA binding,transcription regulator activity
A0A497FFH1,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,structural molecule activity,RNA binding
A0A1W9WNN5,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. 4572_84,acting on RNA,RNA binding
A0A1Q4R3M5,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Limnothrix,Limnothrix rosea,DNA binding,transcription regulator activity
I4GF83,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,DNA binding,transcription regulator activity
A0A1G3KPG7,Bacteria,Spirochaetota,,,,,Spirochaetes bacterium GWB1_27_13,acting on ester bonds,nuclease activity
D2QTT9,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale,RNA binding,
A0A1B7UZ01,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. AL09,lyase activity,
K9VUB0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Gomontiellaceae,Crinalium,Crinalium epipsammum,DNA binding,transcription regulator activity
A0A6P2A3N7,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia sp. (in: cyanobacteria),RNA binding,
A0A5D0MMI2,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,Flexistipes sinusarabici,transition metal ion binding,hydro-lyase activity
A0A1W9UYK4,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_5.2,acting on ester bonds,DNA binding
A0A811T5H1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,Candidatus Argoarchaeum,Candidatus Argoarchaeum ethanivorans,methyltransferase activity,S-adenosylmethionine-dependent methyltransferase activity
A0A1W9SRC4,Bacteria,Bacteroidota,,,,,Bacteroidetes bacterium 4572_128,acting on ester bonds,DNA binding
A0A0P0N3E4,Archaea,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium delaneyi,RNA binding,
A0A1B7W6G6,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. CRKS33,DNA binding,transition metal ion binding
D3S2T3,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,acting on ester bonds,
A0A3R7I2D9,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,ANME-2 cluster archaeon,RNA binding,
A0A1V4YFU8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. PtaU1.Bin097,carbohydrate derivative binding,
A0A1V6M118,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,Candidatus Brocadia sapporoensis,DNA binding,transcription regulator activity
A0A661RCG6,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,acting on ester bonds,DNA binding
A0A151ET66,Archaea,Euryarchaeota,Theionarchaea,,,,Theionarchaea archaeon (strain DG-70-1),DNA binding,
A0A2W7BVC0,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp,lyase activity,carbon-carbon lyase activity
A0A1W9WAY4,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_78,acting on ester bonds,nuclease activity
A0A1G3XSG2,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,DNA binding,transcription regulator activity
A0A1F8QJZ3,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RBG_16_56_8,acting on glycosyl bonds,acting on ester bonds
A0A1F9CTR8,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RBG_16_58_17,acting on ester bonds,
A0A0S6VRV7,Bacteria,,,,,Candidatus Moduliflexus,Candidatus Moduliflexus flocculans,DNA binding,transcription regulator activity
A0A1G1DKD0,Bacteria,Nitrospinota,,,,,Nitrospinae bacterium RIFCSPLOWO2_12_39_16,acting on ester bonds,DNA binding
A0A3A6MQU0,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,Ammonifex sp,nuclease activity,endonuclease activity
A0A523WS00,Bacteria,Candidatus Aminicenantes,,,,,Candidatus Aminicenantes bacterium,DNA binding,transcription regulator activity
A0A090AEV4,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca,Thioploca ingrica,DNA binding,
A0A1F8TS46,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RIFOXYD12_FULL_57_15,DNA binding,
A0A6H9KME6,Bacteria,Calditrichota,,,,,Calditrichota bacterium,DNA binding,
A0A2M7AAH3,Bacteria,Armatimonadota,,,,,Armatimonadetes bacterium CG07_land_8_20_14_0_80_40_9,DNA binding,nuclease activity
A0A1E3XDU8,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua rubra,DNA binding,transcription regulator activity
A0A1Y1RJ17,Bacteria,Candidatus Cloacimonadota,,,,,Candidatus Cloacimonetes bacterium 4572_55,nuclease activity,acting on ester bonds
A0A0G1RIP8,Bacteria,Candidatus Amesbacteria,,,,,Candidatus Amesbacteria bacterium GW2011_GWA2_47_11b,DNA binding,transcription regulator activity
A0A524FDN1,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on RNA,acting on ester bonds
A0A1F3KR57,Bacteria,Bacteroidota,,,,,Bacteroidetes bacterium GWF2_35_48,isomerase activity,transition metal ion binding
A0A424YC56,Bacteria,Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,Candidatus Syntrophonatronum,Candidatus Syntrophonatronum acetioxidans,nuclease activity,acting on ester bonds
A0A1V4BPM5,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,nuclease activity,DNA binding
I4G9V8,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,DNA binding,transcription regulator activity
A0A521ICI8,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on ester bonds,
A0A662RC94,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon,acting on ester bonds,nuclease activity
A0A0S6VSC9,Bacteria,,,,,Candidatus Moduliflexus,Candidatus Moduliflexus flocculans,acting on ester bonds,DNA binding
A0A4P8L5V2,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Desulfoglaeba alkanexedens,nuclease activity,acting on ester bonds
A0A2N2PW97,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,DNA binding,lyase activity
A0A2H6F8E3,Bacteria,,,,,,bacterium BMS3Abin07,DNA binding,nuclease activity
A0A7G9Z025,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon ANME-1 ERB6,DNA binding,transcription regulator activity
A0A2W6Z0A6,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp,transition metal ion binding,zinc ion binding
A0A2I0NJ45,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Candidatus Methanoperedenaceae,,Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1,lyase activity,
A0A1F8R7N4,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RBG_16_57_9,lyase activity,
A0A097QWP1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus eurythermalis,acting on ester bonds,nuclease activity
A0A1J5ABH2,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,RNA binding,acting on ester bonds
A3JKY5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. ELB17,acting on a protein,ligase activity
F2KM77,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicacearum,DNA binding,molecular function regulator
A0A0B1Z7C6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas frederiksbergensis,DNA binding,transcription regulator activity
A0A3M3KS71,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas coronafaciens,transition metal ion binding,lyase activity
A0A661ISN5,Bacteria,Campylobacterota,,,,,Campylobacterota bacterium,DNA binding,transferring phosphorus-containing groups
A0A2R6IUI3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_6_71_20,RNA binding,DNA binding
A0A2R6GGS0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_225,structural molecule activity,
A0A2R6M216,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_7_65_23,DNA binding,
A0A2R6FYJ6,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_9_66_26,carbohydrate binding,molecular function regulator
J3JD94,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogranum,Halogranum salarium,iron ion binding,transition metal ion binding
M1XT92,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas moolapensis,tetrapyrrole binding,heme binding
A0A4D6HTR4,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum bangense,transition metal ion binding,
M0JG96,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula vallismortis,transition metal ion binding,
A0A166TQ71,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus sp. R4,DNA binding,
A0A0M9AN26,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum tropicale,DNA binding,
Q9HSX0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,lyase activity,
A0A656YWG3,Archaea,Euryarchaeota,,,,,candidate division MSBL1 archaeon SCGC-AAA259J03,RNA binding,structural molecule activity
A0A329T438,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. 48-1-W,molecular function regulator,enzyme regulator activity
U1PL79,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,acting on acid anhydrides,in phosphorus-containing anhydrides
A0A2R6D328,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_7_65_31,acting on a protein,isomerase activity
M0JNT5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula californiae,DNA binding,
L0JRK5,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema pellirubrum,RNA binding,DNA binding
A0A2R6L538,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_12_69_24,lyase activity,carbon-oxygen lyase activity
A0A2R6HBB5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_66_20,DNA binding,
U1N150,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,acting on a protein,transferring phosphorus-containing groups
A0A0F7PB75,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sulfurireducens,DNA binding,RNA binding
U3A2J8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum acidiphilum,DNA binding,RNA binding
U1PDV8,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,Halonotius sp. J07HN4,DNA binding,
M0GX03,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax lucentense,acting on a protein,
A0A2R6HJI0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_66_20,carbohydrate binding,calcium ion binding
A0A1G7LKR1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum xinjiangense,tetrapyrrole binding,heme binding
M0FF34,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum hochstenium,acting on a protein,ubiquitin-like protein transferase activity
A0A5Q0UJ04,Archaea,Candidatus Nanohaloarchaeota,Candidatus Nanohalobia,Candidatus Nanohalobiales,Candidatus Nanohalobiaceae,Candidatus Nanohalobium,Candidatus Nanohalobium constans,RNA binding,structural molecule activity
A0A063ZLG1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halostagnicola,Halostagnicola sp. A56,heme binding,electron transfer activity
A0A2R6JVP7,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_9_67_17,transition metal ion binding,iron ion binding
A0A2R6LXW5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_6_65_15,DNA binding,
A0A2R6LM64,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_7_68_16,transition metal ion binding,electron transfer activity
A0A2R6KSW2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_6_65_46,lyase activity,carbon-oxygen lyase activity
A0A1Q1FKE1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp. IM1011,isomerase activity,acting on a protein
A0A2R6MU76,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_8_68_21,molecular carrier activity,transition metal ion binding
A0A1I5W0Y1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina pelagica,structural molecule activity,
A0A2R6GN19,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_225,iron ion binding,transition metal ion binding
A0A2R6KZU4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_10_66_29,DNA binding,
A0A2R6ISH7,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_5_68_33,lyase activity,
